"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-2.27795378234795	0.13281381551478	-17.1514821219367	6.12696648765387e-66	3.06348324382693e-65	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"methodscvi"	-2.04610744849388e-06	0.156662805196132	-1.30605822226423e-05	0.99998957916309	0.99998957916309	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	4.34795510820269	0.187111211068071	23.2372773570522	1.91305990266615e-119	1.91305990266615e-118	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	3.03375854986502	0.18774332469854	16.1590754544074	9.80207204735864e-59	3.26735734911955e-58	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"referencewhole cortex"	2.25075512099182	0.168362295130662	13.3685224428965	9.23572579377712e-41	2.30893144844428e-40	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"subsample_ref100"	0.0872060648029824	0.106006097134322	0.822651405536442	0.410706256900795	0.456340285445328	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"subsample_ref50"	-0.521196193783943	0.107183256335032	-4.86266429669569	1.15816176457612e-06	2.31632352915224e-06	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.860912076321948	0.232761790270244	-3.69868299828077	0.000216721069837675	0.000309601528339536	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.810191472778775	0.247011629179518	-3.27997299345756	0.00103817024010155	0.00129771280012694	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.904788681122232	0.235766703590844	3.83764402412152	0.000124220379879951	0.000207033966466586	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3016.35238147239	-6010.70476294478	-5959.62307588016
