method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count
scvi	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.4111985841022292	0.25676171028744543	279
scvi	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.530961737902222	0.24982582613664034	279
scvi	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.5317014036981004	0.2541341134856789	279
scvi	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.36353662924820357	0.2570012033385128	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8014326921875927	0.22360131902987157	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.8878632333414226	0.14188193740865937	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9142977623460703	0.08777738008661694	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.6763163473021736	0.2182394054738281	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8431650806416662	0.17131834182663505	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9008108134936819	0.15470185074678597	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9391129151977345	0.08417497800411491	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.6322093967894578	0.20587688931075868	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7566575045250227	0.14875461562831022	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.8392145227912264	0.1337075310195029	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8513672829132534	0.09520704705752359	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.5382566912656929	0.21971090948366978	279
