method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count
scvi	0.0	Dissection Angular gyrus AnG	class	0.9484154338793488	0.08563849493439195	1353
scvi	0.0	Dissection Angular gyrus AnG	family	0.9769791866918519	0.08074340841982947	1353
scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9305101115441816	0.10404765492148871	1353
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	0.9513421884963793	0.06262553312691609	1353
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	0.9812745768827116	0.05335387471132907	1353
scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9324411359252552	0.0922021348723658	1353
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	class	0.9200793136669073	0.11090954611811119	1353
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	family	0.9464498342122417	0.10848505793168765	1353
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9025114118213943	0.12062462787498046	1353
scvi	0.0	Dissection Primary auditory cortexA1	class	0.9483821636008539	0.07693529159450807	1353
scvi	0.0	Dissection Primary auditory cortexA1	family	0.9795123679398525	0.06943372876212582	1353
scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9305178009593573	0.0956195461546935	1353
scvi	0.0	Dissection Primary somatosensory cortex S1	class	0.9508920289342997	0.072360138490828	1353
scvi	0.0	Dissection Primary somatosensory cortex S1	family	0.9804886983613585	0.0642145162795738	1353
scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9305140195568383	0.09875894188905819	1353
scvi	0.0	Dissection Primary visual cortexV1	class	0.9477394131218844	0.07662326388515114	1353
scvi	0.0	Dissection Primary visual cortexV1	family	0.9788203677219446	0.06971715058292194	1353
scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9268293371075248	0.10138816804449789	1353
scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	0.9357747865864436	0.05713251426036792	1353
scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	0.9773098064499196	0.0391577983398627	1353
scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9139678598112643	0.07790110049504195	1353
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9533576008663089	0.061735889503719034	1353
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9823727096320541	0.05196157047328733	1353
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9351625824272952	0.0916081502209508	1353
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.9504979068185303	0.08044064073625147	1353
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.978875525784772	0.0744357723509108	1353
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9326217503469559	0.10502503037178647	1353
scvi	0.0	whole cortex	class	0.9538192651406815	0.062400714206847244	1353
scvi	0.0	whole cortex	family	0.9826956853889757	0.05287310976694366	1353
scvi	0.0	whole cortex	subclass	0.9356480164918212	0.0873946514274908	1353
scvi	0.05	Dissection Angular gyrus AnG	class	0.9484154338793488	0.08563849493439195	1353
scvi	0.05	Dissection Angular gyrus AnG	family	0.9769791866918519	0.08074340841982944	1353
scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9305101115441816	0.10404765492148878	1353
scvi	0.05	Dissection Anterior cingulate cortex ACC	class	0.9513421884963793	0.06262553312691606	1353
scvi	0.05	Dissection Anterior cingulate cortex ACC	family	0.9812745768827116	0.05335387471132903	1353
scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9324411359252552	0.09220213487236575	1353
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	class	0.9200793136669073	0.11090954611811124	1353
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	family	0.9464498342122417	0.10848505793168761	1353
