label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.0	Dissection Angular gyrus AnG	class	0.9847754668956944	0.06285849170837012	2076
Astrocyte	scvi	0.0	Dissection Angular gyrus AnG	family	0.9847964101812771	0.06285631659084331	2076
Astrocyte	scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9847754668956944	0.06285849170837012	2076
Astrocyte	scvi	0.0	Dissection Anterior cingulate cortex ACC	class	0.9809182551029788	0.07385190760904582	2076
Astrocyte	scvi	0.0	Dissection Anterior cingulate cortex ACC	family	0.9809758491383311	0.0738172938831626	2076
Astrocyte	scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9809182551029788	0.07385190760904582	2076
Astrocyte	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	class	0.8923064630841111	0.19128425695411608	2076
Astrocyte	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	family	0.8923241252549525	0.19128481289482915	2076
Astrocyte	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8923064630841111	0.19128425695411608	2076
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	class	0.9780028120151252	0.07837447614968406	2076
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	family	0.9780843708972621	0.07832520162228931	2076
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9780028120151252	0.07837447614968406	2076
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	class	0.984464106601735	0.0639295578230861	2076
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	family	0.9847127132893548	0.06374392713209266	2076
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.984464106601735	0.0639295578230861	2076
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	class	0.9816405441016062	0.06636759712149584	2076
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	family	0.9828296868894661	0.06343396961012465	2076
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9816405441016062	0.06636759712149584	2076
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	0.9738469155203084	0.07346265047331363	2076
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	0.974303123176749	0.07227895760942785	2076
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9738469155203084	0.07346265047331363	2076
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9855988216381067	0.061865896281704295	2076
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9857040547863992	0.061818328331144735	2076
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9855988216381067	0.061865896281704295	2076
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.986186995917677	0.06046140063452365	2076
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.9864404416295378	0.059758653619384816	2076
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.986186995917677	0.06046140063452365	2076
Astrocyte	scvi	0.0	whole cortex	class	0.9864361995547017	0.05706948258227169	2076
Astrocyte	scvi	0.0	whole cortex	family	0.9867773735564602	0.05647264242631591	2076
Astrocyte	scvi	0.0	whole cortex	subclass	0.9864361995547017	0.05706948258227169	2076
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	class	0.9847754668956944	0.06285849170836999	2076
