"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.107064156111315	0.00895920075478699	Inf	0.0907292802981708	0.125932644689699
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.655896217927932	0.0213449707952393	Inf	0.61294252164884	0.696443850895582
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.107090883352079	0.00896046537191636	Inf	0.0907535343836272	0.125961829753246
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.107090991699618	0.00895828139353048	Inf	0.0907573353165056	0.125957008178229
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.106938016292417	0.00895069364252358	Inf	0.090619106308423	0.12578917598901
"whole cortex"	"seurat"	0.127147084996203	0.0104528111564861	Inf	0.108030017296083	0.149081701057238
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.125812869888208	0.0102609111301391	Inf	0.107038694565008	0.147336639146404
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.638644301822329	0.0219818138901345	Inf	0.594547364010456	0.680522363417331
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.12588881572158	0.0102649381086578	Inf	0.107106867755532	0.147420532297988
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.125833345126945	0.0102636223762828	Inf	0.107054305448394	0.147362896228949
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.125930511650721	0.0102681170241404	Inf	0.107142647420129	0.147468758510928
"whole cortex"	"scvi"	0.597548131667368	0.0227487812971413	Inf	0.552272106866272	0.641220051856387
