"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0182121519618861	0.00794615748317583	Inf	0.00770384079775659	0.042441109608065
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0182120708474881	0.00794612331187112	Inf	0.00770380564667476	0.0424409277553589
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0182120252064742	0.00794610408946246	Inf	0.00770378586393145	0.0424408254533555
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.903452223123428	0.0383223617915819	Inf	0.798200732939928	0.956780567672703
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.695277205222309	0.0928621132235542	Inf	0.491462752271395	0.84342932002437
"whole cortex"	"seurat"	0.823909499925937	0.0635377331858923	Inf	0.664789711831343	0.916934953693489
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0344272126280224	0.0147142776470357	Inf	0.0147531522387115	0.0782537731540274
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0344270023903284	0.0147141924196718	Inf	0.0147530590882617	0.0782533230297886
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0344269902243227	0.0147141874888741	Inf	0.0147530536968778	0.0782532969868547
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.816939434622674	0.0655266079315418	Inf	0.654068089575177	0.913293331367349
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.656172912813141	0.0988698506498701	Inf	0.447040330845823	0.818349824456542
"whole cortex"	"scvi"	0.778054581443158	0.0755718360923564	Inf	0.59787838294744	0.892073451979209
