"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.108321552855334	0.0143900746375121	Inf	0.08317232337941	0.139914776687326
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.646021144373695	0.0339509700419774	Inf	0.577033241688458	0.709423094440696
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.108335895661791	0.0143926955207904	Inf	0.0831821814936426	0.139934958733594
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.108342835465296	0.0143948384397686	Inf	0.083185597763733	0.139946860064954
"whole cortex"	"seurat"	0.389923442229683	0.0353725616971276	Inf	0.323206401098372	0.461030979153728
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.120902509816123	0.0158035063901457	Inf	0.0931861669549384	0.155449359385758
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.151602289779482	0.0191706750269621	Inf	0.117717802869367	0.193105509486252
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.120953119426026	0.0158067809714422	Inf	0.0932301925667623	0.155505988037546
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.121017479392691	0.0158148671055151	Inf	0.0932800679496959	0.155587496505273
"whole cortex"	"scvi"	0.544279646862393	0.0369126752564607	Inf	0.471507451608962	0.615208929809007
