label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9814580703619323	0.08381069355626308	868
Astrocyte	scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9808268514955997	0.0770801916974155	868
Astrocyte	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9318917938702684	0.14766535044783904	868
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.979760612828917	0.08794838893370974	868
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9806814963173605	0.08284097930318209	868
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9828596519098796	0.07861172844176427	868
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9569854646326404	0.10058769294112997	868
Astrocyte	scvi	0.0	Single-nucleus transcriptome data from the dlPFC	subclass	0.9738750040028769	0.08452780889170497	868
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9861448978182111	0.07196163764029914	868
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9855042024613259	0.07153523376827838	868
Astrocyte	scvi	0.0	whole cortex	subclass	0.9850775536961739	0.07276681931619995	868
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9814580703619323	0.08381069355626308	868
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9808268514955997	0.07708019169741549	868
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9318917938702684	0.14766535044783907	868
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	subclass	0.979760612828917	0.08794838893370976	868
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9806814963173605	0.08284097930318213	868
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	subclass	0.9828596519098796	0.07861172844176428	868
Astrocyte	scvi	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.9569854646326404	0.10058769294113003	868
Astrocyte	scvi	0.05	Single-nucleus transcriptome data from the dlPFC	subclass	0.9738750040028769	0.08452780889170504	868
Astrocyte	scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9861448978182111	0.07196163764029917	868
Astrocyte	scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9855042024613259	0.07153523376827847	868
Astrocyte	scvi	0.05	whole cortex	subclass	0.9850775536961739	0.07276681931619997	868
Astrocyte	scvi	0.1	Dissection Angular gyrus AnG	subclass	0.9814580703619323	0.08381069355626308	868
Astrocyte	scvi	0.1	Dissection Anterior cingulate cortex ACC	subclass	0.9808268514955997	0.07708019169741545	868
Astrocyte	scvi	0.1	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9318917938702684	0.14766535044783916	868
Astrocyte	scvi	0.1	Dissection Primary auditory cortexA1	subclass	0.979760612828917	0.08794838893370979	868
Astrocyte	scvi	0.1	Dissection Primary somatosensory cortex S1	subclass	0.9806814963173605	0.08284097930318209	868
Astrocyte	scvi	0.1	Dissection Primary visual cortexV1	subclass	0.9828596519098796	0.07861172844176433	868
Astrocyte	scvi	0.1	Human Multiple Cortical Areas SMART-seq	subclass	0.9569854646326404	0.10058769294112994	868
Astrocyte	scvi	0.1	Single-nucleus transcriptome data from the dlPFC	subclass	0.9738750040028769	0.08452780889170504	868
Astrocyte	scvi	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9861448978182111	0.07196163764029917	868
Astrocyte	scvi	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9855042024613259	0.07153523376827857	868
Astrocyte	scvi	0.1	whole cortex	subclass	0.9850775536961739	0.07276681931619992	868
Astrocyte	scvi	0.15	Dissection Angular gyrus AnG	subclass	0.9814698687225395	0.08367361508446691	868
Astrocyte	scvi	0.15	Dissection Anterior cingulate cortex ACC	subclass	0.9806617120209175	0.07698282963068609	868
Astrocyte	scvi	0.15	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9301186306619347	0.14903259758948478	868
Astrocyte	scvi	0.15	Dissection Primary auditory cortexA1	subclass	0.9797294757010055	0.08794599941735877	868
Astrocyte	scvi	0.15	Dissection Primary somatosensory cortex S1	subclass	0.9809119110639042	0.08261568496773093	868
Astrocyte	scvi	0.15	Dissection Primary visual cortexV1	subclass	0.98275387138427	0.07868259943968402	868
