"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.915384797326912	0.0179352662288217	Inf	0.872960191846387	0.944541868730739
"Dissection Angular gyrus AnG"	"seurat"	0.95091920189636	0.010811964061218	Inf	0.924834171570349	0.968262513009733
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.951729118309344	0.0106422717144963	Inf	0.9260420308205	0.968795196819447
"Dissection Primary auditory cortexA1"	"seurat"	0.950295142761117	0.0109422837748789	Inf	0.923904890448474	0.967851559093225
"Dissection Primary somatosensory cortex S1"	"seurat"	0.951224553235952	0.0107483330618578	Inf	0.925288519793426	0.968463780865189
"Dissection Primary visual cortexV1"	"seurat"	0.945914976571534	0.0118510147535914	Inf	0.917403180348755	0.964960625122661
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.91182071965649	0.018621580184584	Inf	0.867856927775201	0.942133104164019
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.951297155296393	0.0107308078454052	Inf	0.925403549613127	0.968508545693582
"whole cortex"	"seurat"	0.926559355083132	0.015760272594198	Inf	0.889048318401392	0.952072164363436
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.944166980391995	0.0122087053389957	Inf	0.914824561757004	0.963801091959054
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.949137615093048	0.0111832958061427	Inf	0.92218361658719	0.967088502052678
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.943793475894542	0.0122819105058477	Inf	0.914283028048568	0.963549185145049
"Dissection Angular gyrus AnG"	"scvi"	0.968677033205481	0.00702866891262333	Inf	0.95154978214651	0.979877799482071
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.969174040395117	0.00692021554723214	Inf	0.952306591827099	0.980200107061292
"Dissection Primary auditory cortexA1"	"scvi"	0.966342769224774	0.00753417593905166	Inf	0.948007919148153	0.978359485380558
"Dissection Primary somatosensory cortex S1"	"scvi"	0.971145382380985	0.00649152844928653	Inf	0.955304816081242	0.981480675589296
"Dissection Primary visual cortexV1"	"scvi"	0.965886804765084	0.00763193558145729	Inf	0.947319201309892	0.978061719539352
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.919206860177934	0.0171975170304873	Inf	0.878441614125252	0.947124151854949
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.963311847460711	0.00818363937827745	Inf	0.943432184221365	0.976380098646849
"whole cortex"	"scvi"	0.96620578140733	0.00756286333168509	Inf	0.94780302542061	0.978269152073814
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.964215787279041	0.00799031925723249	Inf	0.944795424654841	0.97697080529283
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.971099349427587	0.00650146686897817	Inf	0.955235004162137	0.981450676693888
