"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	1.69816627861905	0.0234475436210693	72.4240588294772	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"methodscvi"	-0.478130515952461	0.0287954335787087	-16.6043867561692	6.47787791540622e-62	2.15929263846874e-61	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.104582602445953	0.0279213955940064	3.74560799061214	0.000179957413573784	0.00022494676696723	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.625388549373057	0.0291151082117562	-21.4798634724131	2.4021136881997e-102	1.20105684409985e-101	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"referencewhole cortex"	-0.17043165357421	0.0282940662282018	-6.0235829024933	1.70597663186036e-09	3.41195326372073e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"subsample_ref100"	0.0357459851720935	0.0178351631373878	2.00424211972356	0.0450441306872486	0.0500490340969428	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"subsample_ref50"	-0.122218092499875	0.0180215047173454	-6.78179177692313	1.18694465929003e-11	2.96736164822508e-11	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.212688928110876	0.0407404061053918	-5.22058929802195	1.78354680640224e-07	2.9725780106704e-07	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.174789094209167	0.0418795350942645	4.17361591564335	2.99803015372557e-05	4.28290021960795e-05	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.000508342775885581	0.0410827822456027	-0.0123736209696458	0.99012753079093	0.99012753079093	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	70910.721962715	-141799.44392543	-141709.292765724
