"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.917234139001067	0.0118523186992079	Inf	0.890839804548932	0.937692839144159
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.882867319286468	0.0159418026284816	Inf	0.84783556848916	0.910683586249909
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.900691606612914	0.0138702552869475	Inf	0.870005228809922	0.924760655450485
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.888946098744304	0.0152921481523548	Inf	0.855253877155207	0.915570060622646
"whole cortex"	"seurat"	0.783251726773767	0.0263794976294235	Inf	0.727141586920933	0.830512919788185
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.894826015355633	0.014692457220956	Inf	0.862360034549786	0.920341432479413
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.909241839359975	0.0128198622743947	Inf	0.880789455168295	0.931432050948665
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.863293562133907	0.0182600468899252	Inf	0.82341642400868	0.895310348974906
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.844953829617555	0.020209439193984	Inf	0.801104236184774	0.880577245542704
"whole cortex"	"scvi"	0.845431657685155	0.0202127818251659	Inf	0.801556134434574	0.88104602809803
