"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0195667198857403	0.0149233722399579	Inf	0.00432570332865486	0.0839781608785512
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.019566969789767	0.0149235581604986	Inf	0.0043257598200578	0.0839791560948415
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.749228686228192	0.145372746337546	Inf	0.396041936013442	0.931565558069058
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.646815120924561	0.176405610366594	Inf	0.287323981612618	0.892693511173218
"whole cortex"	"seurat"	0.417003720480603	0.187285750227648	Inf	0.136463152745701	0.764013455408124
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0277417027904461	0.0209513113863097	Inf	0.00618674671203145	0.115655629452433
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.027740876131904	0.0209507077122152	Inf	0.00618655700613215	0.115652515739368
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.44764353656954	0.190828430137121	Inf	0.151504467748579	0.786248196918423
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.37848469064249	0.181833536636995	Inf	0.118051015598499	0.734787024248227
"whole cortex"	"scvi"	0.460485200271872	0.191771472705	Inf	0.158251016488361	0.794867670257396
