"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.353519805115165	0.0628180944583739	Inf	0.241893924256038	0.483785165198031
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.316981996244268	0.059481866999782	Inf	0.213131512327904	0.442949345718932
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.32860300843682	0.0606200570646969	Inf	0.222173529621437	0.456119237886513
"Dissection Primary auditory cortexA1"	"seurat"	0.327333606567517	0.0604991880220021	Inf	0.221181148176718	0.454688935719526
"Dissection Primary somatosensory cortex S1"	"seurat"	0.31305002442261	0.0590796097784471	Inf	0.210095427382435	0.438452065805568
"Dissection Primary visual cortexV1"	"seurat"	0.330430205536576	0.06078827383556	Inf	0.22361058580019	0.45816509440853
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.535177467281459	0.0684352704827078	Inf	0.401733148143285	0.663768667742212
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.329727181317843	0.0607250154368353	Inf	0.223055453311514	0.457381193389103
"whole cortex"	"seurat"	0.27415728385943	0.0546869296519122	Inf	0.1806041226664	0.392932323122055
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.333922801280874	0.0611181490271597	Inf	0.226343793101009	0.462093141262118
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.321470318677105	0.059930083538792	Inf	0.216612070992749	0.448056570253255
"Dissection Angular gyrus AnG"	"scvi"	0.339805567848775	0.0616378577718741	Inf	0.231000547008329	0.468628413808843
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.310655732562377	0.0588200274300863	Inf	0.208268060644286	0.435679840385406
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.299645355870043	0.0576474899123523	Inf	0.199825621687674	0.42297077122979
"Dissection Primary auditory cortexA1"	"scvi"	0.317653647792333	0.0595414552353242	Inf	0.213663845953869	0.443697032872954
"Dissection Primary somatosensory cortex S1"	"scvi"	0.311993389042941	0.0589563632351538	Inf	0.20930218962239	0.437209212687952
"Dissection Primary visual cortexV1"	"scvi"	0.317569113292542	0.0595352631845885	Inf	0.213594860851341	0.443605848594083
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.352147177589831	0.0626934413962414	Inf	0.240814647796392	0.482254889833511
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.310576838696425	0.0588153594122697	Inf	0.208201973831934	0.435597224628517
"whole cortex"	"scvi"	0.32269644184734	0.0600398597336709	Inf	0.217581903200813	0.449423299398649
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.307422157933116	0.0584752794655816	Inf	0.20579041614603	0.431947859648826
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.309618187784132	0.0587096382534591	Inf	0.207472835381708	0.434483020749443
