"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	2.31732416491573	0.0336529731331923	68.8594186238519	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"methodscvi"	-0.92674488963505	0.0402495693608684	-23.0249641015055	2.62143562936866e-117	1.31071781468433e-116	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.53635269893088	0.0397042994387286	13.5086805840404	1.38990113028433e-41	4.63300376761443e-41	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.147154461539466	0.0400470278511896	3.67454139384017	0.000238277013721966	0.000264752237468851	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"referencewhole cortex"	-0.278884585296159	0.0400085477368377	-6.97062505568972	3.1553589387561e-12	4.50765562679443e-12	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"subsample_ref100"	-0.0729979715695994	0.0246191986159322	-2.965083173843	0.00302601105123518	0.00302601105123518	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"subsample_ref50"	-0.234898065626003	0.0248233204723142	-9.4627979318072	2.99811386620121e-21	5.99622773240243e-21	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.243316409879637	0.0565373957300297	-4.30363667689065	1.68017115246747e-05	2.10021394058434e-05	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.543779690381208	0.0567674080188687	-9.57908259965759	9.79107347061767e-22	2.44776836765442e-21	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.532149272567146	0.0568378102675202	9.36259278924476	7.78035460640849e-21	1.29672576773475e-20	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069258	-43784.9858138516	-43704.3940704627
