"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	2.31732416260487	0.0336529731269086	68.8594185680421	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"methodscvi"	-0.926744887393105	0.0402495693642652	-23.0249640438613	2.62143911522803e-117	1.31071955761402e-116	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.53635269875002	0.0397042994250209	13.5086805841491	1.38990112823317e-41	4.63300376077723e-41	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.147154464153894	0.0400470278601794	3.67454145829925	0.000238276953570425	0.000264752170633806	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"referencewhole cortex"	-0.278884582859997	0.0400085477415615	-6.97062499397567	3.1553603230352e-12	4.507657604336e-12	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"subsample_ref100"	-0.0729979708404845	0.0246191986168755	-2.96508314411368	0.00302601134366906	0.00302601134366906	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"subsample_ref50"	-0.234898063599398	0.0248233204787482	-9.46279784771341	2.9981162780682e-21	5.99623255613641e-21	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.243316410603671	0.0565373957295435	-4.30363668973395	1.68017105502018e-05	2.10021381877523e-05	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.543779693424653	0.0567674080350308	-9.5790826505429	9.79106864717611e-22	2.44776716179403e-21	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.532149269513874	0.0568378102813529	9.36259273324714	7.78035873104509e-21	1.29672645517418e-20	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	21903.4929069256	-43784.9858138513	-43704.3940704624
