"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0829174905984072	0.00892338697081003	Inf	0.0670227316303169	0.102168972769973
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0829174284803802	0.00892338252928979	Inf	0.0670226779079999	0.102168901711613
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.420636370146958	0.0307551765317111	Inf	0.361811692770646	0.481804623864686
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0829171574575987	0.00892336315078517	Inf	0.0670224435159833	0.102168591681849
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0829172123400568	0.00892336707495796	Inf	0.0670224909806633	0.102168654463273
"whole cortex"	"seurat"	0.0870497184053227	0.00936081291573607	Inf	0.0703672815585335	0.107230969049367
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0958462971026742	0.00997741911066492	Inf	0.0779946725013842	0.11726418437245
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0958462501153425	0.00997741597629688	Inf	0.0779946314964724	0.117264131146365
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.218160650466695	0.0211316349871857	Inf	0.179573589419327	0.262387538232382
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0958463535334228	0.00997742287497675	Inf	0.0779947217473704	0.117264248295814
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0958460498410415	0.00997740261665488	Inf	0.0779944567210853	0.117263904280577
"whole cortex"	"scvi"	0.197557342602235	0.0197811964388099	Inf	0.161623728719308	0.239200637394349
