"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.907152692791084	0.0281377418344041	0.835418299996746	0.949510612655933
"scvi"	0	0.853709886447606	0.0417196694893811	0.751981201098941	0.918249154456385
"seurat"	0.05	0.898398675126486	0.0304882698868799	0.821250343263893	0.944500016479882
"scvi"	0.05	0.817340413928625	0.0498623768522311	0.699258888244671	0.895957324834889
"seurat"	0.1	0.888920358183126	0.0329762109421632	0.806142371218077	0.939025338272533
"scvi"	0.1	0.774319304308238	0.0583543188661293	0.640677760814094	0.868461003521063
"seurat"	0.15	0.878677224438777	0.0355982477951845	0.790080267202644	0.933050255782138
"scvi"	0.15	0.724579989324002	0.0666331478734327	0.577572008533026	0.835039876194982
"seurat"	0.2	0.867630182770295	0.038348501081724	0.773058176825887	0.926536940273159
"scvi"	0.2	0.668570483382888	0.0739802721445993	0.511820928203013	0.795135017274918
"seurat"	0.25	0.855742395608599	0.0412181763366511	0.755079658905097	0.919446278494407
"scvi"	0.25	0.607343274509511	0.0796182991247838	0.445651132483794	0.74848990340833
"seurat"	0.5	0.782685108703305	0.0568081235587707	0.651743833609309	0.873917862250002
"scvi"	0.5	0.29076265878794	0.068884568223538	0.175601059927487	0.441044041257615
"seurat"	0.75	0.686196559523918	0.0719988857108686	0.531706160592517	0.808113672306876
"scvi"	0.75	0.0980108598822034	0.0295779356061621	0.0533862310710712	0.173114917734013
