"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0229840326300221	0.0103523703583481	Inf	0.00944042038930394	0.0548813442291852
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.740092193513663	0.0886269759074362	Inf	0.535789653339557	0.87539120735426
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.798803150183139	0.0740538240038357	Inf	0.616739844713329	0.907369244552134
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.534144028707434	0.114630290039464	Inf	0.317321974042551	0.738789106713259
"whole cortex"	"seurat"	0.767706586297683	0.0821653901693691	Inf	0.572576437125656	0.890751645469931
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0351028231218109	0.0156009106025363	Inf	0.0145356959129582	0.0823396568471529
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.821245170160207	0.0676272802566469	Inf	0.650652144902737	0.918915769035858
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.82569129102535	0.0663044290452902	Inf	0.657565403325022	0.921167936047164
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.733911646019769	0.0899102208054795	Inf	0.528016696187035	0.8717963882661
"whole cortex"	"scvi"	0.809057296117708	0.0711601879551165	Inf	0.632061962874159	0.912673145114208
