label	key	metric	mean	std
Astrocyte	class	accuracy	0.9790719533603595	0.022406255512830788
Astrocyte	class	f1_score	0.8326894471195181	0.23104376056157214
Astrocyte	class	precision	0.9923146473779385	0.02821292523648568
Astrocyte	class	recall	0.7663403819666642	0.2566155975471078
Astrocyte	family	accuracy	0.9790719533603595	0.022406255512830788
Astrocyte	family	f1_score	0.8326894471195181	0.23104376056157214
Astrocyte	family	precision	0.9923146473779385	0.02821292523648568
Astrocyte	family	recall	0.7663403819666642	0.2566155975471078
Astrocyte	subclass	accuracy	0.9790719533603595	0.022406255512830788
Astrocyte	subclass	f1_score	0.8326894471195181	0.23104376056157214
Astrocyte	subclass	precision	0.9923146473779385	0.02821292523648568
Astrocyte	subclass	recall	0.7663403819666642	0.2566155975471078
CA1-ProS	subclass	accuracy	0.8138338567830035	0.08670354933868922
CA1-ProS	subclass	f1_score	0.47861778260086674	0.1741146346339435
CA1-ProS	subclass	precision	0.7928030303030303	0.27236116600717253
CA1-ProS	subclass	recall	0.34705059646236114	0.1350945842263763
CA3	subclass	accuracy	0.8841414687002258	0.037861925167329835
CA3	subclass	f1_score	0.4222236123564397	0.2674420426291883
CA3	subclass	precision	0.7831623329156224	0.26597409245491754
CA3	subclass	recall	0.45683575003427945	0.37673473687958037
CNS macrophage	family	accuracy	0.9931053240643997	0.010182146173788514
CNS macrophage	family	f1_score	0.9602643320099234	0.08459836143597603
CNS macrophage	family	precision	0.9908086057806207	0.03414508940326879
CNS macrophage	family	recall	0.9426221732260605	0.1246281202933885
Cajal-Retzius cell	class	accuracy	0.9902728011713183	0.008703855471382976
Cajal-Retzius cell	class	f1_score	0.5578231292517006	0.4340634501051674
Cajal-Retzius cell	class	precision	1.0	0.0
Cajal-Retzius cell	class	recall	0.5079365079365079	0.42890749610101264
Cajal-Retzius cell	subclass	accuracy	0.9893204202189374	0.008680456293132244
Cajal-Retzius cell	subclass	f1_score	0.5340136054421768	0.4221457059885225
Cajal-Retzius cell	subclass	precision	0.9285714285714286	0.18156825980064076
Cajal-Retzius cell	subclass	recall	0.5079365079365079	0.42890749610101264
DG	subclass	accuracy	0.9256719755511993	0.02175671357282691
DG	subclass	f1_score	0.4468727315683866	0.4778824567091429
DG	subclass	precision	1.0	0.0
DG	subclass	recall	0.40414260051275036	0.43250321152158644
Endothelial	subclass	accuracy	0.9824365796926479	0.02274199024379688
