"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.805416736905899	0.0114590133859388	Inf	0.781971427603621	0.826898991007472
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.808215984141788	0.0113323411123325	Inf	0.785020228407963	0.829452708603727
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.716060671882278	0.0149273408837267	Inf	0.685918472559571	0.744388137111289
"Dissection Primary auditory cortexA1"	"seurat"	0.807642711664427	0.0113587327780159	Inf	0.784394879809563	0.828930516584559
"Dissection Primary somatosensory cortex S1"	"seurat"	0.802814865414529	0.0115759567740509	Inf	0.779139398463906	0.824523992747575
"Dissection Primary visual cortexV1"	"seurat"	0.803890994480422	0.011528296387069	Inf	0.780309201457233	0.825507544202496
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.810448109697993	0.0112312062272407	Inf	0.78745169702337	0.831488888354009
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.683022933592767	0.015904167329147	Inf	0.651064378566651	0.713343192435626
"whole cortex"	"seurat"	0.761931487647282	0.0132886307898725	Inf	0.734916630579509	0.786991201366308
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.815356578570489	0.0110036861189082	Inf	0.792809720413676	0.835957522780034
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.809727310813061	0.0112635224446409	Inf	0.786667249369743	0.830830746034866
"Dissection Angular gyrus AnG"	"scvi"	0.85485229870766	0.00908956421160003	Inf	0.836114586952661	0.871776194314506
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.84543407993293	0.00956626254585117	Inf	0.82574232883871	0.863269058842486
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.7838615188002	0.0123887449955365	Inf	0.758595360754521	0.80715549099405
"Dissection Primary auditory cortexA1"	"scvi"	0.84595602609339	0.00954616301216258	Inf	0.826303471633981	0.863751669518508
"Dissection Primary somatosensory cortex S1"	"scvi"	0.844888166090595	0.00959664314525239	Inf	0.825135224691724	0.862780856470954
"Dissection Primary visual cortexV1"	"scvi"	0.847541459154604	0.00946357636927694	Inf	0.828054470713849	0.865179521677031
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.762459867318693	0.0132335249031311	Inf	0.735557427264197	0.787416430457939
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.755397913674556	0.0135510926435981	Inf	0.727875230467199	0.78097458204719
"whole cortex"	"scvi"	0.70094344482188	0.0154038861923906	Inf	0.669907805987891	0.730236124062068
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.854425795622161	0.00910698540127956	Inf	0.835653867302991	0.871383569452224
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.858471013861115	0.00889939500809313	Inf	0.840115407972678	0.875032762344423
