"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.0278848999374094	0.00514281877878448	Inf	1	-19.4093439549117	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	0.0435031131254429	0.00809951168406357	Inf	1	-16.8379163512723	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	0.136246743871014	0.0225418972314929	Inf	1	-12.0477421185077	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.00001133952225	0.154641810727843	Inf	1	7.33280765884299e-05	1	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.0829129410189629	0.0145076109121476	Inf	1	-14.2304787390739	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.171016460132215	0.0288577701477352	Inf	1	-10.4656143623262	7.51620987671231e-14	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	0.0771509185224423	0.0135706680726441	Inf	1	-14.565238729608	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.56009572288552	0.288356899062742	Inf	1	2.40621318877866	0.238098445555705	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	4.8860402646893	0.848235775776239	Inf	1	9.13793970065883	9.83657599817889e-14	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	35.8621096638999	6.61406626824631	Inf	1	19.4093796506693	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	2.97339926645138	0.546089632155437	Inf	1	5.93333096289495	8.28957879006609e-08	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	6.13294150296682	1.15083088784588	Inf	1	9.66532933812552	5.76205749780456e-14	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	2.76676332694812	0.508154809335714	Inf	1	5.54097800163835	8.37207126624939e-07	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	3.13188491771018	0.556667920314933	Inf	1	6.42298471357551	3.73818043186702e-09	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	22.9871213271261	4.2798018561413	Inf	1	16.8379549609557	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.90590822270306	0.358022409194778	Inf	1	3.43339401985613	0.0138484425243811	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	3.93113154084127	0.74906336168389	Inf	1	7.18421644164705	1.8977819316035e-11	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	1.77345741441479	0.333385146091315	Inf	1	3.04773236377828	0.0475814451194829	"all"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	7.33970817290845	1.21435004458695	Inf	1	12.0477893820865	0	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.60854989017174	0.104784484928436	Inf	1	-2.88451441449748	0.075689820404671	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.25519667680364	0.216444388709913	Inf	1	1.31810535632448	0.892316763799795	"all"
"whole cortex seurat / whole cortex scvi"	0.566258806122233	0.0978283660779669	Inf	1	-3.29182311502748	0.0222661903724705	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.0829120008364848	0.0145074688183937	Inf	1	-14.230521559683	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.17101452090925	0.0288574922132517	Inf	1	-10.4656636842878	7.53841433720481e-14	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	0.0771500436778055	0.0135705348663931	Inf	1	-14.5652810032359	0	"all"
