	sum_sq	df	F	PR(>F)	FDR	Rsquared
study	8129.524679090142	5.0	29691.977401737724	0.0	0.0	0.6017785544057106
reference	2133.807621981314	18.0	2164.84461107017	0.0	0.0	0.6017785544057106
method	633.7323648766348	1.0	11573.10408630977	0.0	0.0	0.6017785544057106
ref_split	1.9765537845631746e-24	1.0	3.609546229407431e-23	1.0	1.0	0.6017785544057106
region_match	0.0009110771070321191	1.0	0.016637922843642742	0.8973671047416572	0.9970745608240635	0.6017785544057106
sex	1.5076879006254955	1.0	27.533119611155325	1.5444851289448147e-07	1.9306064111810184e-07	0.6017785544057106
disease_state	7.262323770119951	1.0	132.62322323784247	1.096376795523827e-30	1.5662525650340386e-30	0.6017785544057106
label	104656.09530147164	21.0	91010.01886892461	0.0	0.0	0.6017785544057106
subsample_ref	228.22064048893748	1.0	4167.723432488582	0.0	0.0	0.6017785544057106
cutoff	5136.968626210949	1.0	93810.3778411569	0.0	0.0	0.6017785544057106
Residual	80917.90918435679	1477708.0				0.6017785544057106
