"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.060361043073233	0.00399148439520153	Inf	0.0529961586489032	0.0686752041129314
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.705054444692339	0.0152993589202417	Inf	0.674209652259295	0.734130543308665
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.727318628060522	0.0148964004536989	Inf	0.697167665867886	0.75552036565141
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.222993204847963	0.0125888519565459	Inf	0.199294378071336	0.248635065414346
"whole cortex"	"seurat"	0.582227285484064	0.0177844762058954	Inf	0.547015676169168	0.616620115027537
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.098719502083456	0.00618693873606279	Inf	0.0872389624382851	0.111526265502434
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.727414285958047	0.0147757894394908	Inf	0.697514281087368	0.755395198147082
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.819147445089004	0.0111766223935818	Inf	0.796200566643107	0.840029722614532
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.820038199174401	0.0108036584056948	Inf	0.797884086066591	0.840250172496583
"whole cortex"	"scvi"	0.66429542919248	0.0163844794264306	Inf	0.631462373733872	0.695613383445128
