"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"subsample_ref500 / subsample_ref100"	0.938414651109477	0.00408841207442252	Inf	1	-14.5897222605349	0	"class"
"subsample_ref500 / subsample_ref50"	1.02551351248708	0.00440672252430697	Inf	1	5.86291712829038	1.36369724401675e-08	"class"
"subsample_ref100 / subsample_ref50"	1.09281489933541	0.00388972647957976	Inf	1	24.9361495899655	0	"class"
"subsample_ref500 / subsample_ref100"	0.810620143797525	0.00525517639200853	Inf	1	-32.3860359538214	0	"family"
"subsample_ref500 / subsample_ref50"	0.872706191980807	0.00555400948429393	Inf	1	-21.3943588480995	0	"family"
"subsample_ref100 / subsample_ref50"	1.07659080354508	0.00521971960510505	Inf	1	15.2214573172444	0	"family"
"subsample_ref500 / subsample_ref100"	0.805583623126606	0.00560841415401255	Inf	1	-31.0529362279795	0	"global"
"subsample_ref500 / subsample_ref50"	0.991899538797317	0.0067321033905421	Inf	1	-1.19837189799864	0.454116712437482	"global"
"subsample_ref100 / subsample_ref50"	1.23128066450456	0.00568526998507775	Inf	1	45.059227740287	0	"global"
"subsample_ref500 / subsample_ref100"	0.94091866399049	0.00396474182978354	Inf	1	-14.4525449348034	0	"subclass"
"subsample_ref500 / subsample_ref50"	1.00117118896709	0.00417397953754335	Inf	1	0.280757136147468	0.957479440220081	"subclass"
"subsample_ref100 / subsample_ref50"	1.06403584845588	0.00372624604189366	Inf	1	17.7239313047316	0	"subclass"
