"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.515197614356315	0.0274105483187797	Inf	0.461505259359514	0.568541420803944
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.413522006885477	0.0267345218809792	Inf	0.362279908449952	0.466707705941821
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0363054300166413	0.00411892815510265	Inf	0.0290418280461876	0.0453009598288775
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.352858061805298	0.0253272290109385	Inf	0.304938954245853	0.403931217309924
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.428618871145051	0.0270077023749702	Inf	0.376687974868994	0.482170897844931
"whole cortex"	"seurat"	0.56474577179151	0.0267030609516112	Inf	0.511879513028732	0.616179602335174
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.046149453413813	0.00564642956608945	Inf	0.0362627525969227	0.0585678599964448
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0283709789614658	0.00338551554403349	Inf	0.0224376985177463	0.035815734670975
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.028370987419179	0.00338551619064408	Inf	0.0224377057671348	0.0358157444481828
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0283711327703194	0.00338552730304337	Inf	0.0224378303524709	0.0358159124756434
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0283710045763308	0.00338551750234469	Inf	0.0224377204731041	0.035815764282033
"whole cortex"	"scvi"	0.0305933225207133	0.00367006243725673	Inf	0.0241636484352172	0.0386660698616734
