"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.174684122961201	0.0088635551370081	Inf	0.157986617744248	0.192742414277079
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.174693795753966	0.00886390876555913	Inf	0.157995603142899	0.192752783067244
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.17468798625027	0.00886369641600726	Inf	0.157990206416393	0.192746555631807
"Dissection Primary auditory cortexA1"	"seurat"	0.174695671950354	0.00886397734379663	Inf	0.157997346032859	0.192754794234444
"Dissection Primary somatosensory cortex S1"	"seurat"	0.174691992546339	0.00886384285487566	Inf	0.157993928056289	0.192750850138829
"Dissection Primary visual cortexV1"	"seurat"	0.17469035797213	0.00886378310780195	Inf	0.157992409621864	0.19274909797456
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.686991955872482	0.0135501013599054	Inf	0.659841729795413	0.712917974418524
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.727182937625836	0.0123882597282772	Inf	0.702239989980361	0.750777980988735
"whole cortex"	"seurat"	0.399051071053345	0.0153465020768	Inf	0.369386958146994	0.429475006945764
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.174694313069646	0.00886392767437864	Inf	0.157996083702506	0.192753337597926
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.174692488865356	0.00886386099631444	Inf	0.157994389110929	0.192751382162561
"Dissection Angular gyrus AnG"	"scvi"	0.179899759746127	0.00904833604755169	Inf	0.162842210283796	0.198320790014729
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.179895280435564	0.00904817543949053	Inf	0.162838043710244	0.198315995197429
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.179896770882845	0.00904822891457601	Inf	0.162839430035192	0.198317590699
"Dissection Primary auditory cortexA1"	"scvi"	0.179893920875209	0.00904812666025546	Inf	0.16283677912881	0.198314539807963
"Dissection Primary somatosensory cortex S1"	"scvi"	0.17989473103216	0.00904815572764102	Inf	0.162837532688139	0.198315407069171
"Dissection Primary visual cortexV1"	"scvi"	0.1798969551323	0.00904823552516437	Inf	0.162839601413045	0.198317787935259
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.319144941798547	0.0136788633124409	Inf	0.29295255069805	0.346531400878888
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.60592716754098	0.0150583208590539	Inf	0.576060373497621	0.635022953148645
"whole cortex"	"scvi"	0.281342325315745	0.0126994465697631	Inf	0.257134066820576	0.306888168765109
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.17989415940824	0.00904813521851923	Inf	0.162837000997896	0.198314795154111
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.179896236738312	0.00904820975026936	Inf	0.162838933205841	0.198317018905301
