"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.87581801989479	0.0310982083011957	0.80106577756194	0.925107187399051
"scvi"	0	0.869295397843798	0.0324896532633917	0.791546212517952	0.920942010198742
"seurat"	0.05	0.868817115053216	0.0325826893758031	0.790874377661005	0.920625520736511
"scvi"	0.05	0.835597523605148	0.0392733346374251	0.743736241400238	0.899001569577151
"seurat"	0.1	0.86148394774476	0.0341086230223662	0.780300290997969	0.915901741244922
"scvi"	0.1	0.795257989564988	0.0465404850745075	0.689260454495358	0.871822253687106
"seurat"	0.15	0.853809829573938	0.0356737509889204	0.769343567824505	0.910925823651491
"scvi"	0.15	0.748005342276133	0.0538708385561122	0.62897581561248	0.838644772309917
"seurat"	0.2	0.845786655266744	0.037275361548247	0.7580058399197	0.905687689030886
"scvi"	0.2	0.69404283844054	0.0606826583556776	0.564381483455596	0.798864681351498
"seurat"	0.25	0.837407007303259	0.0389102652271582	0.746290425078869	0.900177253501029
"scvi"	0.25	0.634176178443924	0.066294546349046	0.497519517017299	0.752179798842027
"seurat"	0.5	0.789964257644648	0.0474368605110869	0.68229308615841	0.868194676434354
"scvi"	0.5	0.311226127162342	0.0612791442727144	0.205102734015569	0.441744602635884
"seurat"	0.75	0.733090565658963	0.0560211341604642	0.610445607848952	0.828002181765154
"scvi"	0.75	0.105367243957651	0.0269853745791262	0.0629693398748447	0.171099491033361
