"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.885851207902081	0.0316857675039196	0.807656611406684	0.934822215884212
"scvi"	0	0.875204215388064	0.0342270581805267	0.791426795682463	0.928376214279446
"seurat"	0.05	0.878134589477572	0.0335273504145843	0.795889104199793	0.930148250604223
"scvi"	0.05	0.838823864503078	0.0423586762949604	0.73796109618363	0.905817871728018
"seurat"	0.1	0.869972886336644	0.0354354928798536	0.78359082673619	0.925167468063685
"scvi"	0.1	0.794330216759906	0.0511765491669035	0.676388422803	0.877097975367974
"seurat"	0.15	0.861350873958537	0.0374069940690496	0.770761073183486	0.919863755025493
"scvi"	0.15	0.741341318882811	0.0600608148515407	0.608026333673952	0.841159404150486
"seurat"	0.2	0.852254235675876	0.0394377494092308	0.757402136549594	0.914220727403564
"scvi"	0.2	0.680196761098198	0.0681283525410956	0.53514148940446	0.797146473410739
"seurat"	0.25	0.842669788153777	0.0415226837026936	0.743519547466871	0.908221816635468
"scvi"	0.25	0.612159948477162	0.0743550627794523	0.460717927626763	0.744645206319694
"seurat"	0.5	0.787079502788196	0.0525080365060416	0.666695944281373	0.872310277698527
"scvi"	0.5	0.262120270247896	0.0605984599663346	0.16123215801747	0.396309509487982
"seurat"	0.75	0.71841084988734	0.0634660565711604	0.579729819358894	0.825133256273371
"scvi"	0.75	0.0740310993921872	0.0215088402881013	0.0414330893928021	0.128829125758746
