"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.97499315671891	0.00508758962077749	Inf	0.962827432574561	0.983246599883726
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.974841998267756	0.005117553057739	Inf	0.96260554484035	0.983144473822448
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.956228556587024	0.00873251949352155	Inf	0.935541169279912	0.970485999977506
"Dissection Primary auditory cortexA1"	"seurat"	0.974427811905595	0.00519957313275395	Inf	0.961997821758215	0.982864542492977
"Dissection Primary somatosensory cortex S1"	"seurat"	0.97319584223277	0.005443124084007	Inf	0.960191642033502	0.982031455577727
"Dissection Primary visual cortexV1"	"seurat"	0.974250330674791	0.00523472844134948	Inf	0.961737396226738	0.982744607547167
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.974317531329838	0.00522149366987757	Inf	0.961835782254061	0.982790119835868
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.973211425429639	0.00543994504730004	Inf	0.960214768409808	0.982041861996343
"whole cortex"	"seurat"	0.968321371557226	0.00640056244413366	Inf	0.953066913396277	0.978728399299991
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.9746505200327	0.00515551404697299	Inf	0.962324464961656	0.983015116751681
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.973743606546944	0.0053349550984798	Inf	0.960994320850657	0.982402007695641
"Dissection Angular gyrus AnG"	"scvi"	0.984981420834546	0.00308746277606012	Inf	0.977561196961361	0.989973040640375
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.984673943270092	0.00314963805360158	Inf	0.977105484099105	0.989766628069135
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.963414821309907	0.00735130246677507	Inf	0.945938582544865	0.975388567813614
"Dissection Primary auditory cortexA1"	"scvi"	0.984051941420774	0.00327521330559297	Inf	0.976184274889665	0.989348836645414
"Dissection Primary somatosensory cortex S1"	"scvi"	0.984430852073589	0.00319877652597929	Inf	0.976745266574519	0.989603422475441
"Dissection Primary visual cortexV1"	"scvi"	0.983287609388792	0.00342943851212247	Inf	0.975052659902197	0.9888353826236
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.977567829134757	0.00457418981560007	Inf	0.9666165081936	0.984982427517355
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.982566652385103	0.00357438746200051	Inf	0.973986928545832	0.988350427512233
"whole cortex"	"scvi"	0.982591047076655	0.00356942889990665	Inf	0.974023143443996	0.988366764780062
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.985932758991008	0.00289491885521763	Inf	0.978971843223882	0.990611512591928
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.985719223454727	0.0029383341512126	Inf	0.978654617018661	0.990468454157952
