"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.753186312781743	0.0436759323260835	0.658171495975347	0.828665868107162
"scvi"	0	0.69632788931862	0.0496848605131231	0.591292880896187	0.784220230243452
"seurat"	0.05	0.740719093138584	0.0451067506828938	0.643215801518095	0.819071527138358
"scvi"	0.05	0.642793502676855	0.0539284278307262	0.531742059219943	0.740367545951328
"seurat"	0.1	0.72784967066104	0.0465103673221132	0.627966994442114	0.809069423240425
"scvi"	0.1	0.58544021161091	0.0569853371805284	0.471261240092762	0.691123197128719
"seurat"	0.15	0.714587604984651	0.0478788969147858	0.612450353704712	0.798656254144521
"scvi"	0.15	0.525673457797298	0.0585326706542556	0.411601037721931	0.637127705922386
"seurat"	0.2	0.700944805908404	0.0492042384904167	0.596693273563912	0.787830280742297
"scvi"	0.2	0.465161940117735	0.0583966396110552	0.354419822782833	0.579448647574623
"seurat"	0.25	0.686935578299636	0.050478159452151	0.580725102315098	0.776591465285906
"scvi"	0.25	0.405658827938128	0.056592609585104	0.301107082107595	0.519527439332301
"seurat"	0.5	0.612061079880557	0.0557914518836837	0.498855074381837	0.714338228002604
"scvi"	0.5	0.168856363673428	0.032994353232591	0.113591521384745	0.243619058093277
"seurat"	0.75	0.531492462740384	0.0586875570233935	0.416822287128394	0.642930377645007
"scvi"	0.75	0.0570240672615067	0.0126941321453124	0.0366750522163162	0.0876365199461134
