"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.642985818256908	0.0545866249938441	0.530525941744723	0.741626303846466
"scvi"	0	0.668848023408766	0.0526728693616278	0.558937951640151	0.762983382672718
"seurat"	0.05	0.635273562317397	0.0550851177479856	0.522214543717284	0.735147782120825
"scvi"	0.05	0.618236005750572	0.0561148060301697	0.5040130891569	0.720729417462758
"seurat"	0.1	0.62749122438964	0.0555620829794394	0.513885133346721	0.728570777628601
"scvi"	0.1	0.564920413384638	0.0584258368865752	0.44898462674741	0.674165454061078
"seurat"	0.15	0.619642253529751	0.0560166313946859	0.505542303350761	0.721896812103658
"scvi"	0.15	0.510059668933927	0.0593962003092408	0.395170950356499	0.623895442583591
"seurat"	0.2	0.611730233205577	0.0564479043261701	0.497190683410242	0.715127557280135
"scvi"	0.2	0.454955538615582	0.0589339667671748	0.343777035624824	0.570813742773656
"seurat"	0.25	0.603758875706946	0.0568550771165841	0.48883492997479	0.7082648355639
"scvi"	0.25	0.400932917723851	0.0570830336888187	0.295792714195015	0.516058205642814
"seurat"	0.5	0.56315016283294	0.058503364651002	0.447157700634402	0.672623544027085
"scvi"	0.5	0.181511792732633	0.0353365528939404	0.122137220113552	0.261163191820663
"seurat"	0.75	0.521676807668436	0.0594504485158586	0.406072787985706	0.635004620152277
"scvi"	0.75	0.0684531272666364	0.0152008658671534	0.0440264613411507	0.104944399778914
