"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.774224217138454	0.0373231300869523	Inf	0.692925490334232	0.838999979451946
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.927383440715693	0.0143701847745833	Inf	0.893684705905541	0.950986513159564
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.939537517987454	0.0121289981816638	Inf	0.910917256821069	0.959372840859559
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.887706224682123	0.0212527405293741	Inf	0.838844474245941	0.92311119677862
"whole cortex"	"seurat"	0.917780507260917	0.0161018733431634	Inf	0.880201532201712	0.944317246212834
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.705864611409256	0.0442382609713492	Inf	0.612484307388257	0.784654468354382
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.92789809325587	0.0143012751574061	Inf	0.89434176270467	0.951376575820037
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.950512944280877	0.0100317467955932	Inf	0.926715118999571	0.96685925399553
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.765340029685478	0.0382686150764259	Inf	0.68234016446102	0.831992971184704
"whole cortex"	"scvi"	0.932147460445057	0.0135144350249379	Inf	0.900372040625576	0.954302765321281
